PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD)
FPQ-12416,SO-45893,DN-3428,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,29-Nov-13,30-Jan-14,17-Feb-14,ARV,Adult,SCMS from RDC,Abacavir,Generic,300mg,Tablet,60,1440,16502.4,11.46,0.19,"Aurobindo Unit III, India",Yes,4395,5816.47,20.41
Pre-PQ Process,SCMS-41190,ASN-3732,South Africa,PMO - US,Direct Drop,DDP,Air,30-Mar-09,21-Jan-09,21-Jan-09,ARV,Pediatric,S. BUYS WHOLESALER,Zidovudine,Retrovir,10mg/ml,Injection,5,10,125.1,12.51,2.5,GSK Ware (UK),No,Weight Captured Separately,Freight Included in Commodity Cost,0.25
FPQ-10788,SCMS-162670,ASN-17287,Uganda,PMO - US,Direct Drop,CIP,Air,12-Dec-12,12-Dec-12,12-Dec-12,ARV,Adult,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),Raltegravir,Isentress,400mg,Tablet,60,774,42957.0,55.5,0.92,"MSD, Haarlem, NL",Yes,92,1114,53.14
Pre-PQ Process,SO-1301,DN-480,Uganda,PMO - US,From RDC,N/A - From RDC,Air,19-Mar-08,19-Mar-08,19-Mar-08,ARV,Adult,SCMS from RDC,Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,30,300,600.0,2.0,0.07,"Cipla, Goa, India",No,See DN-480 (ID#:10693),See DN-480 (ID#:10693),0.96
FPQ-13693,SO-47840,DN-3930,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,31-Oct-14,25-Sep-14,26-Sep-14,ARV,Pediatric,SCMS from RDC,Lamivudine/Zidovudine,Generic,30/60mg,Chewable/dispersible tablet - FDC,60,4000,8600.0,2.15,0.04,"Cipla, Goa, India",Yes,474,1332.7,8.84
Pre-PQ Process,SO-34140,DN-1494,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,27-Oct-09,27-Oct-09,27-Oct-09,ARV,Adult,SCMS from RDC,Stavudine,Generic,30mg,Capsule,60,2430,3547.8,1.46,0.02,"Aurobindo Unit III, India",Yes,156,2298.6,7.65
FPQ-12573,SO-46172,DN-3525,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,31-Jan-14,20-Feb-14,19-Mar-14,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,47205,203925.6,4.32,0.07,Hetero Unit III Hyderabad IN,No,See DN-3525 (ID#:82648),See DN-3525 (ID#:82648),252.26
FPQ-14396,SO-48993,DN-4041,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,16-Feb-15,24-Jan-15,3-Feb-15,ARV,Pediatric,SCMS from RDC,Abacavir/Lamivudine,Generic,60/30mg,Tablet - FDC,60,276,1128.84,4.09,0.07,Mylan (formerly Matrix) Nashik,No,See DN-4041 (ID#:83291),See DN-4041 (ID#:83291),1.16
FPQ-6802,SCMS-96310,ASN-12382,Haiti,PMO - US,Direct Drop,CIP,Air,18-Oct-11,18-Oct-11,18-Oct-11,ARV,Pediatric,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),Efavirenz,Stocrin/Sustiva,30mg/ml,Oral solution,180,270,4579.2,16.96,0.09,"MSD Patheon, Canada",Yes,76,290,7.56
FPQ-11281,SO-44400,DN-3015,Haiti,PMO - US,From RDC,N/A - From RDC,Air,9-Apr-13,14-Mar-13,14-Mar-13,ARV,Adult,SCMS from RDC,Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,6160,152521.6,24.76,0.21,Mylan (formerly Matrix) Nashik,No,See DN-3015 (ID#:82554),See DN-3015 (ID#:82554),188.67
FPQ-9968,SO-42688,DN-2907,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,6-Nov-12,6-Nov-12,6-Nov-12,ARV,Adult,SCMS from RDC,Lamivudine,Generic,150mg,Tablet,60,12847,27749.52,2.16,0.04,Hetero Unit III Hyderabad IN,Yes,798,15459.09,38.9
FPQ-14009,SCMS-236750,ASN-25904,Tanzania,PMO - US,Direct Drop,EXW,Air,24-Jun-14,24-Jun-14,24-Jun-14,ARV,Pediatric,STRIDES ARCOLAB LIMITED,Efavirenz,Generic,200mg,Tablet,90,15041,139881.3,9.3,0.1,"Strides, Bangalore, India.",Yes,949,4673.77,143.8
FPQ-14156,SO-48907,DN-4054,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,30-Jan-15,29-Dec-14,6-Jan-15,ARV,Adult,SCMS from RDC,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,33147,218770.2,6.6,0.11,Hetero Unit III Hyderabad IN,Yes,32,5798.14,224.9
FPQ-8383,SO-40742,DN-2433,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,19-Jan-12,28-Nov-11,28-Nov-11,ARV,Adult,SCMS from RDC,Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,50000,448500.0,8.97,0.3,Mylan (formerly Matrix) Nashik,Yes,4155,6968.97,740.02
FPQ-12190,SO-45390,DN-3421,Rwanda,PMO - US,From RDC,N/A - From RDC,Truck,31-Jan-14,23-Dec-13,17-Jan-14,ARV,Pediatric,SCMS from RDC,Abacavir,Generic,20mg/ml,Oral solution,240,6816,58004.16,8.51,0.04,"Aurobindo Unit III, India",No,See DN-3421 (ID#:82617),See DN-3421 (ID#:82617),71.75
Pre-PQ Process,SO-1993,DN-677,Zambia,PMO - US,From RDC,N/A - From RDC,Air,28-Mar-08,28-Mar-08,28-Mar-08,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30,4332,53803.44,12.42,0.41,Mylan (formerly Matrix) Nashik,Yes,338,1890.76,86.09
FPQ-5630,SCMS-72760,ASN-7111,South Africa,PMO - US,Direct Drop,DDP,Truck,12-May-10,12-May-10,12-May-10,ARV,Pediatric,S. BUYS WHOLESALER,Zidovudine,Retrovir,10mg/ml,Oral solution,200,100,698.98,6.99,0.03,GSK Mississauga (Canada),No,Weight Captured Separately,Freight Included in Commodity Cost,1.51
FPQ-13566,SO-47651,DN-3674,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,30-Jun-14,24-Jun-14,21-Aug-14,ARV,Adult,SCMS from RDC,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,50000,594500.0,11.89,0.4,"Cipla, Goa, India",Yes,5446,27804.65,611.15
FPQ-8790,SO-41182,DN-2716,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,16-Jul-12,3-Jul-12,3-Jul-12,ARV,Adult,SCMS from RDC,Abacavir/Lamivudine/Zidovudine,Generic,300/150/300mg,Tablet - FDC,60,1840,55200.0,30.0,0.5,Mylan (formerly Matrix) Nashik,No,See DN-2716 (ID#:83597),See DN-2716 (ID#:83597),77.39
FPQ-4537,SO-35042,DN-1702,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,19-Apr-10,31-Mar-10,31-Mar-10,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,11332,69238.52,6.11,0.1,"Strides, Bangalore, India.",Yes,855,Freight Included in Commodity Cost,149.28
FPQ-9968,SO-42682,DN-2901,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,6-Nov-12,6-Nov-12,6-Nov-12,ARV,Adult,SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,41514,222515.04,5.36,0.18,"Cipla, Kurkumbh, India",Yes,4052,15459.09,311.97
FPQ-4469,SO-35190,DN-1592,Haiti,PMO - US,From RDC,N/A - From RDC,Air,25-Dec-09,21-Dec-09,21-Dec-09,ARV,Pediatric,SCMS from RDC,Efavirenz,Generic,50mg,Capsule,30,572,1281.28,2.24,0.07,"Aurobindo Unit III, India",Yes,33,1062.95,2.76
FPQ-7866,SO-40020,DN-2404,Ghana,PMO - US,From RDC,N/A - From RDC,Air,31-Oct-11,28-Feb-12,28-Feb-12,ARV,Adult,SCMS from RDC,Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,38760,248839.2,6.42,0.21,Mylan (formerly Matrix) Nashik,Yes,2169,985,410.58
Pre-PQ Process,SO-28550,DN-1215,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,28-Jun-09,28-Jun-09,28-Jun-09,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,47392,341222.4,7.2,0.12,"Cipla, Goa, India",Yes,7113,3599.76,668.8
FPQ-10477,SO-43047,DN-3027,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,15-Mar-13,25-Feb-13,25-Feb-13,ARV,Adult,SCMS from RDC,Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,66700,404869.0,6.07,0.2,"Aurobindo Unit III, India",Yes,12046,37242.5,567.63
FPQ-3596,SCMS-50370,ASN-5460,South Africa,PMO - US,Direct Drop,DDP,Truck,29-Oct-09,29-Oct-09,29-Oct-09,ARV,Adult,S. BUYS WHOLESALER,Lamivudine,Generic,150mg,Tablet,60,2000,19410.49,9.71,0.16,"Aurobindo Unit III, India",Yes,Weight Captured Separately,Freight Included in Commodity Cost,38.04
FPQ-12588,SCMS-200850,ASN-22193,Tanzania,PMO - US,Direct Drop,EXW,Air,13-Nov-13,13-Nov-13,14-Nov-13,ARV,Pediatric,Aurobindo Pharma Limited,Efavirenz,Generic,50mg,Capsule,30,3550,5538.0,1.56,0.05,"Aurobindo Unit III, India",Yes,255,2454.46,6.85
Pre-PQ Process,SO-1430,DN-567,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,16-Jan-08,24-Jan-08,24-Jan-08,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,4836,99138.0,20.5,0.34,"Aurobindo Unit III, India",Yes,531,3228,158.62
Pre-PQ Process,SCMS-698,ASN-727,Côte d'Ivoire,PMO - US,Direct Drop,CIP,Air,2-Oct-07,2-Oct-07,2-Oct-07,ARV,Pediatric,BRISTOL-MYERS SQUIBB,Didanosine,Videx,50mg,Chewable/dispersible tablet,60,4270,40565.0,9.5,0.16,"BMS Meymac, France",No,Weight Captured Separately,Freight Included in Commodity Cost,64.9
FPQ-9640,SO-41850,DN-2697,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,11-Sep-12,11-Sep-12,11-Sep-12,ARV,Adult,SCMS from RDC,Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,600,17808.0,29.68,0.25,"Aurobindo Unit III, India",Yes,895,6061.4,24.97
FPQ-14083,SCMS-240190,ASN-26906,Haiti,PMO - US,Direct Drop,EXW,Ocean,20-Oct-14,20-Oct-14,24-Oct-14,ARV,Pediatric,Aurobindo Pharma Limited,Nevirapine,Generic,10mg/ml,Oral suspension,240,3300,4983.0,1.51,0.01,"Aurobindo Unit III, India",Yes,Weight Captured Separately,Invoiced Separately,5.12
Pre-PQ Process,SO-1484,DN-502,Haiti,PMO - US,From RDC,N/A - From RDC,Air,10-Dec-07,10-Dec-07,10-Dec-07,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30,35000,434700.0,12.42,0.41,"Strides, Bangalore, India.",Yes,2153,24448,695.52
FPQ-4378,SO-34410,DN-1662,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,9-Mar-10,1-Mar-10,1-Mar-10,ARV,Pediatric,SCMS from RDC,Nevirapine,Generic,10mg/ml,Oral suspension,240,1431,2747.52,1.92,0.01,"Aurobindo Unit III, India",No,See DN-1662 (ID#:83981),See DN-1662 (ID#:83981),5.39
Pre-PQ Process,SCMS-26840,ASN-2554,Nigeria,PMO - US,Direct Drop,EXW,Air,9-Oct-08,9-Oct-08,9-Oct-08,ANTM,Malaria,IDA FOUNDATION,Sulfadoxine/Pyrimethamine,Generic,500/25mg,Tablet - FDC,1000,7,184.45,26.35,0.03,"Micro Labs Ltd. (Brown & Burk), India",Yes,488,4404.9,0.3
FPQ-10633,SO-43340,DN-3046,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,30-Apr-13,8-Mar-13,8-Mar-13,ARV,Adult,SCMS from RDC,Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,8476,209865.76,24.76,0.21,"Aurobindo Unit III, India",No,See DN-3046 (ID#:83119),See DN-3046 (ID#:83119),294.23
FPQ-5623,SO-36880,DN-2011,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,30-Sep-10,25-Sep-10,25-Sep-10,ARV,Adult,SCMS from RDC,Abacavir,Generic,300mg,Tablet,60,5310,87296.4,16.44,0.27,Mylan (formerly Matrix) Nashik,No,See DN-2011 (ID#:82350),See DN-2011 (ID#:82350),188.21
FPQ-8952,SO-41268,DN-2582,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,20-Jun-12,16-Feb-12,16-Feb-12,ARV,Adult,SCMS from RDC,Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,95243,854329.71,8.97,0.3,"Aurobindo Unit III, India",Yes,14487,Invoiced Separately,1197.77
FPQ-5688,SO-37500,DN-2025,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,22-Oct-10,10-Nov-10,10-Nov-10,ARV,Adult,SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,21400,206082.0,9.63,0.32,Mylan (formerly Matrix) Nashik,No,See DN-2025 (ID#:83460),See DN-2025 (ID#:83460),444.31
FPQ-13035,SCMS-215370,ASN-24415,South Africa,PMO - US,Direct Drop,DDP,Truck,6-Feb-14,6-Feb-14,6-Feb-14,ARV,Adult,S. BUYS WHOLESALER,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,259,7677.85,29.64,0.49,"Cipla, Goa, India",No,Weight Captured Separately,Freight Included in Commodity Cost,9.5
Pre-PQ Process,SO-26390,DN-1150,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,27-Apr-09,27-Apr-09,27-Apr-09,ARV,Pediatric,SCMS from RDC,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,40,1644.0,41.1,0.14,ABBVIE (Abbott) Logis. UK,Yes,52,1287.77,3.22
FPQ-10636,SCMS-162550,ASN-18558,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,21-Mar-13,21-Mar-13,21-Mar-13,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Atazanavir/Ritonavir,Generic,300/100mg,Tablet,30,1270,28575.0,22.5,0.75,Mylan (formerly Matrix) Nashik,No,See ASN-18558 (ID#:27015),See ASN-18558 (ID#:27015),40.06
FPQ-11661,SO-44670,DN-3118,Burundi,PMO - US,From RDC,N/A - From RDC,Air,31-May-13,23-May-13,23-May-13,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,60,450,1017.0,2.26,0.04,Hetero Unit III Hyderabad IN,No,See DN-3118 (ID#:82569),See DN-3118 (ID#:82569),1.26
FPQ-9199,SCMS-140030,ASN-17119,Nigeria,PMO - US,Direct Drop,EXW,Air,3-Dec-12,3-Dec-12,3-Dec-12,ACT,ACT,NOVARTIS PHARMA SERVICES AG,Artemether/Lumefantrine,Coartem,20/120mg,Tablet - FDC + blister,720,2500,105000.0,42.0,0.06,"Novartis Pharma Suffern, USA",Yes,1725,11954.71,147.21
FPQ-8364,SO-40661,DN-2465,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,16-Mar-12,18-Dec-11,18-Dec-11,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,99974,1121708.28,11.22,0.19,"Cipla, Goa, India",No,See DN-2465 (ID#:82426),See DN-2465 (ID#:82426),1850.82
FPQ-13108,SO-46874,DN-3760,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,30-Jun-14,20-Jun-14,9-Jul-14,ARV,Pediatric,SCMS from RDC,Nevirapine,Generic,10mg/ml,Oral suspension,100,45000,58500.0,1.3,0.01,"Aurobindo Unit III, India",Yes,9014,52211.42,60.14
FPQ-13973,SCMS-238551,ASN-26882,South Africa,PMO - US,Direct Drop,DDP,Truck,25-Jun-14,25-Jun-14,25-Jun-14,ARV,Adult,PHARMACY DIRECT,Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,11,332.32,30.21,1.01,"Aurobindo Unit III, India",No,Weight Captured Separately,Freight Included in Commodity Cost,0.34
FPQ-14156,SO-48902,DN-3916,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,31-Oct-14,3-Sep-14,5-Sep-14,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30,12241,39293.61,3.21,0.11,"Strides, Bangalore, India.",Yes,828,3773,40.39
FPQ-6307,SO-37400,DN-2017,Guyana,PMO - US,From RDC,N/A - From RDC,Air,23-Nov-10,19-Sep-10,19-Sep-10,ARV,Pediatric,SCMS from RDC,Zidovudine,Generic,100mg,Capsule,100,457,2211.88,4.84,0.05,"Aurobindo Unit III, India",No,See DN-2017 (ID#:82918),See DN-2017 (ID#:82918),4.77
FPQ-13967,SO-49890,DN-3972,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,14-Nov-14,30-Oct-14,7-Nov-14,ARV,Pediatric,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,Chewable/dispersible tablet - FDC,60,37963,136666.8,3.6,0.06,"Cipla, Goa, India",No,See DN-3972 (ID#:82740),See DN-3972 (ID#:82740),140.49
FPQ-5174,SCMS-66920,ASN-7251,Tanzania,PMO - US,Direct Drop,FCA,Air,28-Jul-10,28-Jul-10,28-Jul-10,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,9007,325693.12,36.16,0.3,ABBVIE Ludwigshafen Germany,Yes,2020,9169.63,702.19
FPQ-8025,SCMS-116170,ASN-12905,Guyana,PMO - US,Direct Drop,FCA,Air,30-Nov-11,30-Nov-11,30-Nov-11,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,51,4192.2,82.2,0.27,ABBVIE (Abbott) Logis. UK,Yes,99,1454.81,6.92
Pre-PQ Process,SCMS-47500,ASN-4332,South Africa,PMO - US,Direct Drop,DDP,Truck,15-May-09,23-Apr-09,23-Apr-09,ARV,Adult,S. BUYS WHOLESALER,Zidovudine,Generic,300mg,Tablet,60,1000,19770.0,19.77,0.33,"Aurobindo Unit III, India",Yes,Weight Captured Separately,3134.85,38.75
FPQ-13293,SO-47281,DN-3622,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,6-May-14,17-Apr-14,2-May-14,ARV,Pediatric,SCMS from RDC,Lamivudine/Zidovudine,Generic,30/60mg,Tablet - FDC,60,10819,23260.85,2.15,0.04,Mylan (formerly Matrix) Nashik,Yes,411,29674.91,23.91
FPQ-9001,SCMS-131700,ASN-14757,Vietnam,PMO - US,Direct Drop,EXW,Air,15-May-12,15-May-12,15-May-12,ARV,Pediatric,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,Chewable/dispersible tablet - FDC,60,13877,57589.55,4.15,0.07,Mylan (formerly Matrix) Nashik,No,See ASN-14757 (ID#:30618),See ASN-14757 (ID#:30618),80.74
Pre-PQ Process,SO-2674,DN-797,Uganda,PMO - US,From RDC,N/A - From RDC,Air,11-Jul-08,11-Jul-08,11-Jul-08,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,60,1061,3607.4,3.4,0.06,"Aurobindo Unit III, India",Yes,106,1054.52,5.77
FPQ-10644,SCMS-161060,ASN-17400,Vietnam,PMO - US,Direct Drop,EXW,Air,28-Dec-12,28-Dec-12,28-Dec-12,ARV,Adult,Aurobindo Pharma Limited,Nevirapine,Generic,200mg,Tablet,60,14055,31623.75,2.25,0.04,"Aurobindo Unit III, India",Yes,1304,2220.86,44.34
FPQ-4359,SCMS-54980,ASN-5373,South Africa,PMO - US,Direct Drop,DDP,Truck,19-Oct-09,19-Oct-09,19-Oct-09,ARV,Pediatric,S. BUYS WHOLESALER,Zidovudine,Retrovir,10mg/ml,Oral solution,200,500,3894.27,7.79,0.04,GSK Mississauga (Canada),No,Weight Captured Separately,Freight Included in Commodity Cost,7.63
FPQ-8932,SCMS-129780,ASN-13341,Rwanda,PMO - US,Direct Drop,EXW,Ocean,13-Apr-12,13-Apr-12,13-Apr-12,ARV,Adult,Aurobindo Pharma Limited,Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,132000,706200.0,5.35,0.18,"Aurobindo Unit VII, IN",Yes,12886,102761.99,990.09
FPQ-9432,SO-42933,DN-2794,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,20-Aug-12,14-Aug-12,14-Aug-12,ARV,Adult,SCMS from RDC,Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,17497,512837.07,29.31,0.24,"Aurobindo Unit III, India",Yes,4898,18461.22,719.0
FPQ-9907,SO-42220,DN-2942,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,14-Dec-12,11-Dec-12,11-Dec-12,ARV,Pediatric,SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Generic,30/50/6mg,Chewable/dispersible tablet - FDC,60,20451,47037.3,2.3,0.04,"Cipla, Goa, India",Yes,10118,9251.8,65.95
Pre-PQ Process,SO-32960,DN-1414,Uganda,PMO - US,From RDC,N/A - From RDC,Air,14-Sep-09,14-Sep-09,14-Sep-09,ARV,Adult,SCMS from RDC,Zidovudine,Generic,300mg,Tablet,60,192,1445.76,7.53,0.13,"Aurobindo Unit III, India",Yes,11,1112.31,2.83
FPQ-9888,SO-42132,DN-2779,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,24-Aug-12,31-Jul-12,31-Jul-12,ARV,Adult,SCMS from RDC,Abacavir,Generic,300mg,Tablet,60,12548,165006.2,13.15,0.22,Mylan (formerly Matrix) Nashik,Yes,1297,21520.66,231.34
FPQ-4537,SO-34915,DN-1781,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,31-May-10,18-May-10,18-May-10,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30,188,893.0,4.75,0.16,"Aurobindo Unit III, India",Yes,17,9736.1,1.93
FPQ-15692,SCMS-274390,ASN-32265,Vietnam,PMO - US,Direct Drop,EXW,Air,10-Jul-15,10-Jul-15,10-Jul-15,ARV,Adult,HETERO LABS LIMITED,Nevirapine,Generic,200mg,Tablet,60,6000,12960.0,2.16,0.04,Hetero Unit III Hyderabad IN,No,See ASN-32265 (ID#:56716),See ASN-32265 (ID#:56716),15.25
FPQ-12253,SO-45470,DN-3256,Uganda,PMO - US,From RDC,N/A - From RDC,Air,6-Aug-13,20-Aug-13,20-Aug-13,ARV,Adult,SCMS from RDC,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,7619,53333.0,7.0,0.12,Hetero Unit III Hyderabad IN,No,See DN-3256 (ID#:83149),See DN-3256 (ID#:83149),65.97
Pre-PQ Process,SO-21786,DN-1155,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,29-Apr-09,29-Apr-09,29-Apr-09,ARV,Adult,SCMS from RDC,Emtricitabine/Tenofovir Disoproxil Fumarate,Truvada,300/200mg,Tablet - FDC,30,17067,448008.75,26.25,0.88,"Aspen-OSD, Port Elizabeth, SA",Yes,1481,14974.4,878.1
FPQ-3896,SCMS-48270,ASN-5131,Vietnam,PMO - US,Direct Drop,EXW,Air,26-Oct-09,26-Oct-09,26-Oct-09,ARV,Adult,Aurobindo Pharma Limited,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,5964,51350.04,8.61,0.14,"Aurobindo Unit III, India",No,See ASN-5131 (ID#:25886),See ASN-5131 (ID#:25886),100.65
FPQ-9968,SO-42685,DN-2904,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,7-Nov-12,7-Nov-12,7-Nov-12,ARV,Adult,SCMS from RDC,Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,51861,1384688.7,26.7,0.22,"Aurobindo Unit III, India",Yes,14647,15459.09,1941.33
FPQ-10945,SO-43633,DN-3220,Uganda,PMO - US,From RDC,N/A - From RDC,Air,31-Jul-13,19-Jul-13,19-Jul-13,ARV,Adult,SCMS from RDC,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,5728,60258.56,10.52,0.35,Hetero Unit III Hyderabad IN,Yes,770,2871,74.54
FPQ-10787,SCMS-163440,ASN-17956,Uganda,PMO - US,Direct Drop,FCA,Air,8-Feb-13,8-Feb-13,8-Feb-13,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Ritonavir,Norvir,100mg,Tablet,60,587,4020.95,6.85,0.11,ABBVIE Ludwigshafen Germany,Yes,85,1253.45,4.97
FPQ-8297,SO-40613,DN-2558,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,6-Apr-12,14-Feb-12,14-Feb-12,ARV,Adult,SCMS from RDC,Zidovudine,Generic,300mg,Tablet,60,39402,276602.04,7.02,0.12,Hetero Unit III Hyderabad IN,No,See DN-2558 (ID#:82453),See DN-2558 (ID#:82453),456.39
FPQ-12520,SO-45820,DN-3227,Cameroon,PMO - US,From RDC,N/A - From RDC,Air Charter,22-Jul-13,31-Jul-13,31-Jul-13,ARV,Adult,SCMS from RDC,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,6246,43722.0,7.0,0.12,"Aurobindo Unit III, India",Yes,18808,123945,54.08
FPQ-4497,SO-34840,DN-1598,Uganda,PMO - US,From RDC,N/A - From RDC,Air,17-Feb-10,23-Dec-09,23-Dec-09,ARV,Adult,SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,1100,11000.0,10.0,0.33,Mylan (formerly Matrix) Nashik,No,See DN-1598 (ID#:83392),See DN-1598 (ID#:83392),23.72
FPQ-8024,SO-40450,DN-2361,Guyana,PMO - US,From RDC,N/A - From RDC,Air,15-Dec-11,28-Sep-11,28-Sep-11,ARV,Pediatric,SCMS from RDC,Nevirapine,Generic,10mg/ml,Oral suspension,240,659,1285.05,1.95,0.01,"Aurobindo Unit III, India",No,See DN-2361 (ID#:84673),See DN-2361 (ID#:84673),2.12
FPQ-12248,SO-47221,DN-3436,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,18-Nov-13,26-Nov-13,5-Dec-13,ARV,Adult,SCMS from RDC,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,130437,1454372.55,11.15,0.37,Hetero Unit III Hyderabad IN,Yes,18633,26340,1799.06
